Dataset,Pass@1,Drop,Relative
nominal,0.8042328042328042,N/A,N/A
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_SwapCharactersPerturbation_s0-sanitized_eval_results.json,0.7724867724867724,0.039473684210526314,0.07936507936507936
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_BackTranslation_s0-sanitized_eval_results.json,0.791005291005291,0.016447368421052527,0.082010582010582
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_ButterFingersPerturbation_s0-sanitized_eval_results.json,0.7645502645502645,0.04934210526315786,0.0873015873015873
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_SynonymInsertion_s0-sanitized_eval_results.json,0.7671957671957672,0.046052631578947296,0.1164021164021164
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_SynonymSubstitution_s0-sanitized_eval_results.json,0.7222222222222222,0.10197368421052629,0.1349206349206349
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_TenseTransformationFuture_s0-sanitized_eval_results.json,0.7777777777777778,0.03289473684210519,0.06878306878306878
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_TenseTransformationPast_s0-sanitized_eval_results.json,0.7751322751322751,0.036184210526315756,0.06084656084656084
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_ChangeCharCase_s0-sanitized_eval_results.json,0.7566137566137566,0.05921052631578941,0.14814814814814814
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_EnglishInflectionalVariation_s0-sanitized_eval_results.json,0.7936507936507936,0.013157894736842105,0.09523809523809523
/home/preethiprakash2001/SemCoder/output_dir/eval/evalplus/semcoder/nlaugmenter/mbpp_WhitespacePerturbation_s0-sanitized_eval_results.json,0.7804232804232805,0.029605263157894635,0.05026455026455026
