Category,Technique,RR@1,RD@1,RP@1
natgen,humaneval_VarRenamerRN_s0,0.17073170731707318,0.0,0.774390243902439
natgen,humaneval_ForWhileTransformer_s0,0.1402439024390244,-0.02362204724409451,0.7926829268292683
natgen,humaneval_VarRenamerNaive_s0,0.20121951219512196,-0.02362204724409451,0.7926829268292683
natgen,humaneval_VarRenamerCB_s0,0.17073170731707318,-0.015748031496063006,0.7865853658536586
natgen,humaneval_DeadCodeInserter_s0,0.29878048780487804,0.16535433070866143,0.6463414634146342
natgen,humaneval_OperandSwap_s0,0.17682926829268292,-0.039370078740157514,0.8048780487804879
func_name,humaneval_FuncRenameCamelCase_s0,0.5853658536585366,0.7559055118110237,0.18902439024390244
func_name,humaneval_FuncRenameChangeChar_s0,0.7378048780487805,0.952755905511811,0.036585365853658534
func_name,humaneval_FuncRenameSynonymSub_s0,0.0,0.0,0.774390243902439
func_name,humaneval_FuncRenameSwapChar_s0,0.2621951219512195,0.33858267716535434,0.5121951219512195
func_name,humaneval_FuncRenameButterFinger_s0,0.7378048780487805,0.952755905511811,0.036585365853658534
func_name,humaneval_FuncRenameInflectionalVariation_s0,0.4451219512195122,0.5748031496062992,0.32926829268292684
format,humaneval_new_lines_s0,0.018292682926829267,0.007874015748031503,0.7682926829268293
format,humaneval_split_lines_s0,0.10365853658536585,0.08661417322834652,0.7073170731707317
format,humaneval_new_line_aftercode_s0,0.0,0.0,0.774390243902439
format,humaneval_new_line_afterdoc_s0,0.018292682926829267,-0.007874015748031503,0.7804878048780488
format,humaneval_tab_indent_s0,0.08536585365853659,0.015748031496063006,0.7621951219512195
format,humaneval_doc2comments_s0,0.036585365853658534,-0.015748031496063006,0.7865853658536586
nlaugmenter,humaneval_BackTranslation_s0,0.1951219512195122,0.06299212598425202,0.725609756097561
nlaugmenter,humaneval_TenseTransformationPast_s0,0.20121951219512196,0.007874015748031503,0.7682926829268293
nlaugmenter,humaneval_ButterFingersPerturbation_s0,0.17073170731707318,0.015748031496063006,0.7621951219512195
nlaugmenter,humaneval_EnglishInflectionalVariation_s0,0.18902439024390244,0.02362204724409451,0.7560975609756098
nlaugmenter,humaneval_SynonymInsertion_s0,0.21951219512195122,0.03149606299212601,0.75
nlaugmenter,humaneval_SwapCharactersPerturbation_s0,0.15853658536585366,0.0,0.774390243902439
nlaugmenter,humaneval_WhitespacePerturbation_s0,0.18292682926829268,0.03149606299212601,0.75
nlaugmenter,humaneval_TenseTransformationFuture_s0,0.2073170731707317,0.03149606299212601,0.75
nlaugmenter,humaneval_ChangeCharCase_s0,0.23780487804878048,0.08661417322834652,0.7073170731707317
nlaugmenter,humaneval_SynonymSubstitution_s0,0.24390243902439024,0.11023622047244104,0.6890243902439024
